Contractor,Contract_Number,Effective_Date,Contract Line Item Number (CLIN),UNSPSC Code (Version 11),Manufacturer_Part_Number,Manufacturer,SKUNum_ItemNum,Item_Name,Item_Description,Unit_of_Measure,Quantity_in_Unit_of_Measure,List_Price_MSRP,Contract_Unit_Price,Contract_Discount,Front_End_Category,Category,Sub_Category,defaultImageId,NewImageName,AmazonProductID,AmazonNumOfStars,IS DUPLICATE,popular
NWN,1-13-70-01A,9/15/2016,201-C,43211507,T6U98UP,HP,T6U98UP,HP EliteDesk 800 G2 TWR Business PC,"Power Desktop 800G2 CMT, HP EliteDesk 800 G2 TWR Business PC, Single Unit (TWR) Packaging, ENERGY STAR Qualified Label, HP EliteDesk 800 TWR Platinum G2 Chassis, Microsoft Windows 7 Professional 64, Intel Core i7-6700 3.4G 8M 2133 4C CPU, 8GB DDR4-2133 (2x4GB) RAM, 500GB 7200 RPM SATA 6G 3.5
HDD, HP USB Business Slim Keyboard, HP USB Mouse, 9.5mm Slim Desktop SuperMulti DVDRW ODD, 3/3/3 (material/labor/onsite) TWR Warranty US, HP EliteDesk 800 Country Kit US, Intel Inside Core i7 TWR/MT Label",each,1,"$1,271.00 ",$635.50 ,0.5,Desktop,Power Desktop Configuration,Core Power Desktop,13131,107,B0161UY6T8,0,,FALSE
NWN,1-13-70-01A,9/15/2016,103-B,43211507,W3U93UP,HP,W3U93UP,HP EliteDesk 800 G2 TWR Business PC,"Standard Desktop 800G2 CMT, HP EliteDesk 800 G2 TWR Business PC, Single Unit (TWR) Packaging, ENERGY STAR Qualified Label, HP EliteDesk 800 TWR Platinum G2 Chassis, Microsoft Windows 7 Professional 64, Intel Core i5-6500 3.2G 6M 2133 4C CPU, 4GB DDR4-2133 (1x4GB) RAM, 500GB 7200 RPM SATA 6G 3.5
HDD, HP USB Business Slim Keyboard, HP USB Mouse, 9.5mm Slim Desktop SuperMulti DVDRW ODD, 3/3/3 (material/labor/onsite) TWR Warranty US, HP EliteDesk 800 Country Kit US, Intel Inside Core i5 TWR/MT Label",each,1,"$1,019.00 ",$509.50 ,0.5,Desktop,Standard Desktop Configuration,Core Standard Desktop,13131,106,B01J6SACD6,0,,FALSE
NWN,1-13-70-01A,9/15/2016,105-A,43211507,T6V05UP,HP,T6V05UP,HP EliteDesk 800 G2 DM 65W Business PC,"HP EliteDesk PWR DT 800G2 DM i5, HP
EliteDesk 800 G2 DM 65W Business PC, Single Unit (DM) Packaging, ENERGY STAR Qualified Label, Microsoft Windows 7 Professional 64, Intel Core i5-6500 3.2G 6M 2133 4C CPU, 8GB DDR4- 2133 SODIMM (2x4GB) RAM, 500GB 7200 RPM
SATA 2.5 HDD, HP USB Business Slim Keyboard, HP USB Mouse, HP 90W External Power Supply, 3/3/3 DM Warranty US, HP EliteDesk 800 Country Kit US",each,1,"$1,085.00 ",$542.50 ,0.5,Desktop,Standard Desktop Configuration,Core Standard Desktop,13131,101,B01N3U369T,0,,FALSE
NWN,1-13-70-01A,9/15/2016,106-A,43211507,T6V04UP,HP,T6V04UP,HP EliteDesk 800 G2 DM 65W Business PC,"HP EliteDesk PWR DT 800G2 DM i7, HP
EliteDesk 800 G2 DM 65W Business PC, Single Unit (DM) Packaging, ENERGY STAR Qualified Label, W10P6 DG76 64-bit OS, Intel Core i7- 6700 3.4G 8M 2133 4C CPU, 8GB DDR4-2133 SODIMM (2x4GB) RAM, 500GB 7200 RPM SATA
2.5 HDD, HP USB Business Slim Keyboard, HP USB Mouse, HP 90W External Power Supply, 3/3/3 DM Warranty US, HP EliteDesk 800 Country Kit US",each,1,"$1,234.00 ",$617.00 ,0.5,Desktop,Standard Desktop Configuration,Core Standard Desktop,13131,104,B01FRBPL1O,0,,FALSE
NWN,1-13-70-01A,9/15/2016,100-C,43211507,T6V32UP,HP,T6V32UP,HP ProDesk 600 G2 SFF Business PC,"HP ProDesk 600 G2 SFF Business PC, Single
Unit (SFF) Packaging, ENERGY STAR Qualified Label, HP ProDesk 600 SFF Platinum G2 Chassis, Microsoft Windows 7 Professional 64, Intel Core i5-6500 3.2G 6M 2133 4C CPU, 4GB DDR4-2133 DIMM (1x4GB) RAM, 500GB 7200
RPM SATA 6G 3.5 HDD, HP USB Business Slim Keyboard
HP USB Mouse, 9.5mm Slim Desktop, uperMulti DVDRW ODD, 3/3/3 SFF Warranty US, HP ProDesk 600 Country Kit US, Intel Inside Core i5
SFF Label",each,1,$901.00 ,$450.50 ,0.5,Desktop,Standard Desktop Configuration,Core Standard Desktop,13131,101,B01JLG3LRM,0,,FALSE
NWN,1-13-70-01A,9/15/2016,500-C,43211507,T6V34UP,HP,T6V34UP,HP EliteOne 800 G2 AIO Business PC,"800G2 All In One Desktop, HP EliteOne 800 G2
23-in Touch All-in-One PC, ENERGY STAR Qualified Label, Microsoft Windows 7 Professional 64, Intel Core i5-6500 3.2G 6M 2133 4C CPU, 4GB DDR4-2133 SODIMM (1x4GB) RAM, 500GB 7200 RPM SATA 2.5 1st HDD, HP
USB Business Slim Keyboard, HP USB Mouse, 9.5mm Slim 800 G2 AIO SuperMulti DVD ODD, No Included Media Card Reader, 3/3/3 (material/labor/onsite) AiO Warranty US, HP Adjustable Height St 8/7/6/4 G2 AIOs, HP EliteOne 800 G2 AiO Country Kit US, Certified for Skype for Business Label",each,1,"$1,661.00 ",$830.50 ,0.5,Desktop,All In One Configuration,Core All-in-One Desktop,13131,108,B01JLG3ECO,0,,FALSE
NWN,1-13-70-01A,9/15/2016,1030,43211902,VN567AA,HP,VN567AA,Display port cable kit,Display port cable kit,each,1,$25.00 ,$10.00 ,0.6,Accessories,Options / Upgrades,Options Upgrades,13131,108,B008L3091I,0,,FALSE
NWN,1-13-70-01A,9/15/2016,102-B,43211507,W3U92UP,HP,W3U92UP,HP EliteDesk 800 G2 SFF Business PC,"Standard Desktop 800G2 SFF, HP EliteDesk 800
G2 SFF Business PC, Single Unit (SFF) Packaging, ENERGY STAR Qualified Label HP EliteDesk 800 SFF Platinum G2 Chassis
Microsoft Windows 7 Professional 64, Intel Core i5-6500 3.2G 6M 2133 4C CPU, 4GB DDR4-2133 (1x4GB) RAM, 500GB 7200 RPM SATA 6G 3.5
HDD, HP USB Business Slim Keyboard, HP USB Mouse, 9.5mm Slim Desktop SuperMulti DVDRW ODD, 3/3/3 (material/labor/onsite) SFF/ST Warranty US
HP EliteDesk 800 Country Kit US, Intel Inside
Core i5 SFF Label",each,1,$983.00 ,$491.50 ,0.5,Desktop,Standard Desktop Configuration,Core Standard Desktop,13131,110,B01N3U369T,0,,FALSE
NWN,1-13-70-01A,9/15/2016,1048,43211902,XP688AA,HP,XP688AA,HP DMS-59 to dual DisplayPort Adapter,HP DMS-59 to dual DisplayPort Adapter,each,1,$40.00 ,$16.00 ,0.6,Accessories,Options / Upgrades,Options Upgrades,13131,110,B004HYAXLQ,0,,FALSE
NWN,1-13-70-01A,9/15/2016,1010-A,43211902,N8G29AV,HP,N8G29AV,Intel Core i5-6600 3.3G 6M 2133 4C CPU,Intel Core i5-6600 3.3G 6M 2133 4C CPU,each,1,$835.00 ,$334.00 ,0.6,Components,Options / Upgrades,600 Desktop Upgrades,13131,102,B004HYAXLQ,0,Duplicate,FALSE
NWN,1-13-70-01A,9/15/2016,1012-A,43211902,L1P96AV,HP,L1P96AV,AMD Radeon R9 350 2GB DH PCIe x16 GFX,AMD Radeon R9 350 2GB DH PCIe x16 GFX,each,1,$220.00 ,$88.00 ,0.6,Components,Options / Upgrades,600 Desktop Upgrades,13131,102,B004HYAXLQ,0,Duplicate,FALSE
NWN,1-13-70-01A,9/15/2016,1014-A,43211902,L2B27AV,HP,L2B27AV,Slim Desktop DVD-ROM ODD,Slim Desktop DVD-ROM ODD,each,1,$75.00 ,$30.00 ,0.6,Components,Options / Upgrades,600 Desktop Upgrades,13131,105,B004HYAXLQ,0,Duplicate,FALSE
NWN,1-13-70-01A,9/15/2016,1034-A,43211902,N8G54AV,HP,N8G54AV,Intel 8260 802.11ac M.2 BT VPro,Intel 8260 802.11ac M.2 BT VPro,each,1,$75.00 ,$30.00 ,0.6,Components,Options / Upgrades,800 Mini Upgrades,13131,108,B004HYAXLQ,0,Duplicate,FALSE
NWN,1-13-70-01A,9/15/2016,1037-A,43211902,N8G41AV,HP,N8G41AV,180GB SATA 2.5 Non-SED SSD,180GB SATA 2.5 Non-SED SSD,each,1,$350.00 ,$140.00 ,0.6,Components,Options / Upgrades,800 Mini Upgrades,13131,109,B004HYAXLQ,0,Duplicate,FALSE
NWN,1-13-70-01A,9/15/2016,1060,43211902,J6F20AV,HP,J6F20AV,Intel Xeon E5-1620v3 3.50GHz 10MB 2133 4C CPU,Intel Xeon E5-1620v3 3.50GHz 10MB 2133 4C CPU,each,1,$970.00 ,$388.00 ,0.6,Components,Options / Upgrades,Z640 Options Upgrades,13131,110,B004HYAXLQ,0,Duplicate,FALSE
NWN,1-13-70-01A,9/15/2016,1063,43211902,J6F17AV,HP,J6F17AV,Intel Xeon E5-1660v3 3.00GHz 20MB 2133 8C CPU,Intel Xeon E5-1660v3 3.00GHz 20MB 2133 8C CPU,each,1,"$3,395.00 ","$1,358.00 ",0.6,Components,Options / Upgrades,Z640 Options Upgrades,13131,101,B004HYAXLQ,0,Duplicate,FALSE
NWN,1-13-70-01A,9/15/2016,1073,43211902,N2Q44AV,HP,N2Q44AV,Intel Core i7-6700 3.4G 8M 2133 4C CPU,Intel Core i7-6700 3.4G 8M 2133 4C CPU,each,1,$649.00 ,$259.60 ,0.6,Components,Options / Upgrades,AiO 800 Options Upgrades,13131,104,B004HYAXLQ,0,Duplicate,FALSE
TIG,1-13-70-01B,5/5/2016,300c,,210-ACQM,DELL,210-ACQM,Dell Precision T5810,"Workstation - Dell Precision T5810 - Four Core E5-1607 v3 (4C, 3.1GHz, 10M, 140W), 16GB DDR4 RDIMM 2133MHz,
Windows 7 Po, SP1, 64-bit, NVIDIA® Quadro® K620 2GB (DP, DL-DVI-I) (1 DP to SL-DVI adapter), 16X DVD+/-RW Drive,
900GB 2.5"" SAS (10,000 RPM), USB Optical Wheel Mouse, USB Keyboard, 3- Year Next Business Day On-Site Warranty",EACH,1,"$2,803.33 ","$1,233.47 ",0.56,Desktop,CONFIGURATION (HARDWARE),Workstation Hardware,13131,109,N/A,0,,FALSE
TIG,1-13-70-01B,5/5/2016,203a,,210-AFGG,DELL,210-AFGG,Dell Optiplex 7040 Micro,"Power-Dell Optiplex 7040 Micro - Core i7-6700T, 2.8GHz, 8GB 2 DIMMs 2133Mhz DDR4, Windows 7 Pro (64-bit), integrated Intel 530 Graphics, 500GB SATA II 7200RPM, USB Optical Wheel Mouse, USB Keyboard, 3-Year Next Business Day On- Site Warranty",Each,1,"$1,237.29 ",$544.41 ,0.56,Desktop,CONFIGURATION (HARDWARE),Power Desktop Hardware,13131,105,B01INXZMDU,0,,FALSE
TIG,1-13-70-01B,5/5/2016,430a,,210-AFGK,DELL,210-AFGK,Dell Optiplex 7040 SFF,"Power-Dell Optiplex 7040 SFF - Core i7-6700, 3.4GHz, 8GB 2 DIMMs 1600Mhz DDR4, Windows 7 Pro (64-bit), integrated Intel HD Graphics, DVD +/- RW, 500GB SATA II 7200RPM,
USB Optical Wheel Mouse, USB Keyboard, 90% Efficient Power Supply, 3-Year Next Business Day On-Site Warranty",EACH,1,"$1,354.43 ",$595.95 ,0.56,Desktop,CONFIGURATION (HARDWARE),Power Desktop Hardware,13131,110,B01BHSL020,0,,FALSE
TIG,1-13-70-01B,5/5/2016,202c,,210-AFID,DELL,210-AFID,Dell Optiplex 5040 MT,"Power-Dell Optiplex 5040 MT - Core i7-6700, 3.4GHz, 8GB 2 DIMMs 1600Mhz DDR3L, Windows 7 Pro (64-bit), integrated Intel HD Graphics, DVD +/- RW, 500GB SATA II 7200RPM,
USB Optical Wheel Mouse, USB Keyboard, 90% Efficient Power Supply, 3-Year Next Business Day On-Site Warranty",EACH,1,"$1,315.86 ",$578.98 ,0.56,Desktop,CONFIGURATION (HARDWARE),Standard Desktop Hardware,13131,103,B01M5ISA5T,0,,FALSE
TIG,1-13-70-01B,5/5/2016,200c,,210-AFIF,DELL,210-AFIF,Dell Optiplex 5040 SFF,"Power-Dell Optiplex 5040 SFF - Core i7-6700, 3.4GHz, 8GB 2 DIMMs 1600Mhz DDR3L, Windows 7 Pro (64-bit), integrated Intel HD Graphics, DVD +/- RW, 500GB SATA II 7200RPM,
USB Optical Wheel Mouse, USB Keyboard, 90% Efficient Power Supply, 3-Year Next Business Day On-Site Warranty",EACH,1,"$1,295.86 ",$570.18 ,0.56,Desktop,CONFIGURATION (HARDWARE),Power Desktop Hardware,13131,107,B0180O70R8,0,,FALSE
TIG,1-13-70-01B,5/5/2016,500d,,"210-AFLX, 575-BHQ",DELL,210-AFLX,"All-in-One - Dell Optiplex 7440 AIO - Core i5-6500 3.2GHz, 4GB DDR4 1DIMM 2133MHz, Windows Pro 64-bit, Intel integrated HD Graphics, DVD+/- RW, 500GB SATA III 7200RPM, USB Optical Wheel Mouse, USB Keyboard, 23"" Widescreen LED touchscreen monitor, 3-Year Next Business Day On-Site Warranty","All-in-One - Dell Optiplex 7440 AIO - Core i5-6500 3.2GHz, 4GB DDR4 1DIMM 2133MHz, Windows Pro 64-bit, Intel integrated HD Graphics, DVD+/- RW, 500GB SATA III 7200RPM, USB Optical Wheel Mouse, USB Keyboard, 23"" Widescreen LED touchscreen monitor, 3-Year Next Business Day On-Site Warranty",EACH,1,"$1,722.29 ",$757.81 ,0.56,Desktop,CONFIGURATION (HARDWARE),All in One Hardware,13131,109,B017YUB9GM,0,,FALSE
TIG,1-13-70-01B,5/5/2016,106a,,210-AFXJ,DELL,210-AFXJ,Dell Optiplex 3040 Micro,"Standard-Dell Optiplex 3040 Micro – Core i5-6500T, 2.5GHz, 4GB 1DIMM 1600MHz DDR3L, Windows 7 Pro (32/64 bit), integrated Intel HD Graphics 530, 500GB SATA 7200rpm, USB Optical Wheel Mouse, USB Keyboard, 3-Year Next Business Day On-Site Warranty",EACH,1,$930.43 ,$409.39 ,0.56,Desktop,CONFIGURATION (HARDWARE),Standard Desktop Hardware,13131,109,B019HQA2EQ,0,,FALSE
TIG,1-13-70-01B,5/5/2016,100d,,210-AFXK,DELL,210-AFXK,Dell Optiplex 3040 SFF,"Standard-Dell Optiplex 3040 SFF – Core i5-6500, 3.20GHz, 4GB 1DIMM 1600MHz DDR3L, Windows 7 Pro (32/64 bit), integrated Intel HD Graphics, DVD+/- RW, 500GB SATA 7200rpm, USB Optical Wheel Mouse, USB Keyboard, 3-Year Next Business Day On-Site Warranty",EACH,1,"$1,013.71 ",$446.03 ,0.56,Desktop,CONFIGURATION (HARDWARE),Standard Desktop Hardware,13131,104,B019HQAL88,0,,FALSE
TIG,1-13-70-01B,5/5/2016,102d,,210-AFXL,DELL,210-AFXL,Dell Optiplex 3040 MT,"Standard-Dell Optiplex 3040 MT – Core i5-6500, 3.20GHz, 4GB 1DIMM 1600MHz DDR3L, Windows 7 Pro (32/64 bit), integrated Intel HD Graphics 530, DVD+/- RW, 500GB SATA 7200rpm, USB Optical Wheel Mouse, USB Keyboard, 3-Year Next Business Day On-Site Warranty",EACH,1,"$1,013.71 ",$446.03 ,0.56,Desktop,CONFIGURATION (HARDWARE),Standard Desktop Hardware,13131,110,B019HQAAUC,0,,FALSE
TIG,1-13-70-01B,5/5/2016,1019c,,370-ACMQ,DELL,370-ACMQ,16GB (2x8GB) 1600MHz DDR3L Memory (5040),16GB (2x8GB) 1600MHz DDR3L Memory (5040),EACH,1,$260.00 ,$176.80 ,0.32,Components,OPTION UPGRADES,Power Desktop Options Upgrades,13131,110,B01DR2SX9C,0,,FALSE
TIG,1-13-70-01B,5/5/2016,1088,,370-ACHW,DELL,370-ACHW,16GB (2x8G) 2133MHz DDR4 Memory (7440 AIO),16GB (2x8G) 2133MHz DDR4 Memory (7440 AIO),EACH,1,$260.00 ,$176.80 ,0.32,Components,OPTION UPGRADES,All In One Options Upgrades,13131,106,B01COKL3F4,0,,FALSE
TIG,1-13-70-01B,5/5/2016,1013a,,313-7362,DELL,313-7362,"AX210 USB Stereo Speakers WW, I/S/X DT C","AX210 USB Stereo Speakers WW, I/S/X DT C",EACH,1,$19.99 ,$13.59 ,0.32,Accessories,OPTION UPGRADES,Standard Desktop Options Upgrades,13131,104,B009NGI3J2,0,,FALSE
TIG,1-13-70-01B,5/5/2016,1802a,,320-9704,DELL,320-9704,"P2213 22"" Widescreen Monitor","P2213 22"" Widescreen Monitor",EACH,1,$219.99 ,$149.59 ,0.32,Accessories,MONITOR OPTION UPGRADES,Monitor Options Upgrades,13131,107,B008OZSNAC,0,,FALSE
TIG,1-13-70-01B,5/5/2016,1803c,,320-9794,DELL,320-9794,"P2414H 24"" Widescreen  Monitor","P2414H 24"" Widescreen  Monitor",EACH,1,$299.99 ,$204.00 ,0.32,Accessories,MONITOR OPTION UPGRADES,Monitor Options Upgrades,13131,108,B00EMB4KVI,0,,FALSE
TIG,1-13-70-01B,5/5/2016,1085,,325-BBQT,DELL,325-BBQT,"Secure Cable Cover, SFF","Secure Cable Cover, SFF",EACH,1,$25.33 ,$17.22 ,0.32,Accessories,OPTION UPGRADES,Power Desktop Options Upgrades,13131,102,N/A,0,,FALSE
TIG,1-13-70-01B,5/5/2016,1086,,325-BBTM,DELL,325-BBTM,"Secure Cable Cover, MT","Secure Cable Cover, MT",EACH,1,$28.57 ,$19.43 ,0.32,Accessories,OPTION UPGRADES,Power Desktop Options Upgrades,13131,102,N/A,0,,FALSE
TIG,1-13-70-01B,5/5/2016,1062a,,332-1236,DELL,332-1236,Dell Dual Monitor Stand,Dell Dual Monitor Stand,EACH,1,$169.99 ,$115.59 ,0.32,Accessories,OPTION UPGRADES,Micro Desktop Options,13131,103,B00DXYRKLW,0,,FALSE
TIG,1-13-70-01B,5/5/2016,1078,,338-BHUF,DELL,338-BHUF,"Intel® Core™ i5-6500 Processor (Quad Core, 6MB, 4T, 3.2GHz, 65W)","Intel® Core™ i5-6500 Processor (Quad Core, 6MB, 4T, 3.2GHz, 65W)",EACH,1,$205.00 ,$139.40 ,0.32,Components,OPTION UPGRADES,Power Desktop Options Upgrades,13131,105,B010T6CWI2,0,,FALSE
TIG,1-13-70-01B,5/5/2016,1079,,338-BHUS,DELL,338-BHUS,"Intel® Core™ i5-6500T Processor (Quad Core, 6MB, 4T, 2.5GHz, 35W) (7040 Micro)","Intel® Core™ i5-6500T Processor (Quad Core, 6MB, 4T, 2.5GHz, 35W) (7040 Micro)",EACH,1,$205.00 ,$139.40 ,0.32,Components,OPTION UPGRADES,Power Desktop Options Upgrades,13131,105,B01BH4XX74,0,,FALSE
TIG,1-13-70-01B,5/5/2016,1049c,,338-BHUG,DELL,338-BHUG,"Intel® Core™ i5-6600 Processor (Quad Core, 6MB, 4T, 3.3GHz, 65W)","Intel® Core™ i5-6600 Processor (Quad Core, 6MB, 4T, 3.3GHz, 65W)",EACH,1,$235.00 ,$159.80 ,0.32,Components,OPTION UPGRADES,All In One Options Upgrades,13131,104,B0136JONRM,0,,FALSE
TIG,1-13-70-01B,5/5/2016,1050c,,338-BHUH,DELL,338-BHUH,"Intel® Core™ i7-6700 Processor (Quad Core, 8MB, 8T, 3.4GHz, 65W)","Intel® Core™ i7-6700 Processor (Quad Core, 8MB, 8T, 3.4GHz, 65W)",EACH,1,$340.00 ,$231.20 ,0.32,Components,OPTION UPGRADES,All In One Options Upgrades,13131,107,B01D4C7Z9Y,0,,FALSE
TIG,1-13-70-01B,5/5/2016,1065,,338-BHUU,DELL,338-BHUU,"Intel® Core™ i7-6700T Processor (Quad Core, 8MB, 8T, 2.8GHz, 35W)(3040MFF)","Intel® Core™ i7-6700T Processor (Quad Core, 8MB, 8T, 2.8GHz, 35W)(3040MFF)",EACH,1,$340.00 ,$231.20 ,0.32,Components,OPTION UPGRADES,Micro Standard Desktop Upgrades,13131,105,B01AASS99U,0,,FALSE
TIG,1-13-70-01B,5/5/2016,1069,,338-BHUH,DELL,338-BHUH,"Intel® Core™ i7-6700 Processor (Quad Core, 8MB, 8T, 3.4GHz, 65W)","Intel® Core™ i7-6700 Processor (Quad Core, 8MB, 8T, 3.4GHz, 65W)",EACH,1,$340.00 ,$231.20 ,0.32,Components,OPTION UPGRADES,Standard Desktop Options Upgrades,13131,108,B012M8LXQW,0,,FALSE
TIG,1-13-70-01B,5/5/2016,3008,,"365-1245, 365-1401 ",DELL,"365-1245, 365-1401",Absolute Computrace Complete 3YR License,Absolute Computrace Complete 3YR License,EACH,1,$174.95 ,$134.71 ,0.23,Services,VALUE ADDED SERVICES,VAS Standard Desktop,13131,109,B00ECFF9TG,0,,FALSE
TIG,1-13-70-01B,5/5/2016,1067,,370-AAML,DELL,370-AAML,8GB (2x4GB) 1600MHz DDR3L Memory(3040MFF),8GB (2x4GB) 1600MHz DDR3L Memory(3040MFF),EACH,1,$130.00 ,$88.40 ,0.32,Components,OPTION UPGRADES,Micro Standard Desktop Upgrades,13131,107,B00I3FJ3J8,0,,FALSE
TIG,1-13-70-01B,5/5/2016,1033b,,370-ABUP,DELL,370-ABUP,32GB (4x8GB) 1866MHz DDR3 ECC RDIMM,32GB (4x8GB) 1866MHz DDR3 ECC RDIMM,EACH,1,"$1,040.00 ",$707.20 ,0.32,Components,OPTION UPGRADES,Workstation Options Upgrades,13131,107,B00GEC4GFI,0,,FALSE
TIG,1-13-70-01B,5/5/2016,1051c,,370-ACHX,DELL,370-ACHX,8GB (2x4G) 2133MHz DDR4 Memory,8GB (2x4G) 2133MHz DDR4 Memory,EACH,1,$130.00 ,$88.40 ,0.32,Components,OPTION UPGRADES,All In One Options Upgrades,13131,103,B00SYPTXG0,0,,FALSE
TIG,1-13-70-01B,5/5/2016,1066,,370-AAMU,DELL,370-AAMU,16GB (2x8GB) 1600MHz DDR3 Non-ECC(3040MFF),16GB (2x8GB) 1600MHz DDR3 Non-ECC(3040MFF),EACH,1,$260.00 ,$176.80 ,0.32,Components,OPTION UPGRADES,Micro Standard Desktop Upgrades,13131,105,B00B2ATGC0,0,,FALSE
TIG,1-13-70-01B,5/5/2016,1002c,,370-ACLY,DELL,370-ACLY,8GB (1x8GB) 1600MHz DDR3L Memory,8GB (1x8GB) 1600MHz DDR3L Memory,EACH,1,$130.00 ,$88.40 ,0.32,Components,OPTION UPGRADES,"Standard Desktop Options
Upgrades",13131,110,B00S44NL46,0,,FALSE
TIG,1-13-70-01B,5/5/2016,1064a,,382-BBDP,DELL,382-BBDP,2nd Display Port (Only 7040 Micro),2nd Display Port (Only 7040 Micro),EACH,1,$13.00 ,$8.84 ,0.32,Accessories,OPTION UPGRADES,Micro Desktop Options,13131,103,B01LAYVT0O,0,,FALSE
TIG,1-13-70-01B,5/5/2016,1035b,,400-AETZ,DELL,400-AETZ,900GB 2.5inch SAS (10.000 Rpm) Hard Drive,900GB 2.5inch SAS (10.000 Rpm) Hard Drive,EACH,1,$370.33 ,$251.82 ,0.32,Components,OPTION UPGRADES,Workstation Options Upgrades,13131,107,B009DJ98X4,0,,FALSE
TIG,1-13-70-01B,5/5/2016,1023c,,400-AIRX,DELL,400-AIRX,128GB SATA Solid State Drive,128GB SATA Solid State Drive,EACH,1,$200.00 ,$136.00 ,0.32,Components,OPTION UPGRADES,Power Desktop Options Upgrades,13131,109,B007ZW2LY4,0,,FALSE
TIG,1-13-70-01B,5/5/2016,1090,,400-AHIF,DELL,400-AHIF,2.5 inch 512GB SATA Solid State Drive,2.5 inch 512GB SATA Solid State Drive,EACH,1,$900.00 ,$612.00 ,0.32,Components,OPTION UPGRADES,All In One Options Upgrades,13131,109,B00VX82PA6,0,,FALSE
TIG,1-13-70-01B,5/5/2016,1005b,,400-AIOY,DELL,400-AIOY,3.5 1TB 7200rpm HDD,3.5 1TB 7200rpm HDD,EACH,1,$130.00 ,$88.40 ,0.32,Components,OPTION UPGRADES,Standard Desktop Options Upgrades,13131,107,B009FPPQAK,0,,FALSE
TIG,1-13-70-01B,5/5/2016,1024c,,400-AIRY,DELL,400-AIRY,256GB PCIe Solid State Drive,256GB PCIe Solid State Drive,EACH,1,$400.00 ,$272.00 ,0.32,Components,OPTION UPGRADES,Power Desktop Options Upgrades,13131,109,B017HN7578,0,,FALSE
TIG,1-13-70-01B,5/5/2016,1040b,,400-AECP,DELL,400-AECP,256GB 2.5inch Serial ATA Solid State Drive,256GB 2.5inch Serial ATA Solid State Drive,EACH,1,$477.00 ,$324.36 ,0.32,Components,OPTION UPGRADES,Workstation Options Upgrades,13131,107,B00UTW5RFC,0,,FALSE
TIG,1-13-70-01B,5/5/2016,1041b,,400-AECQ,DELL,400-AECQ,512GB 2.5inch Serial ATA Solid State Drive,512GB 2.5inch Serial ATA Solid State Drive,EACH,1,$810.33 ,$551.02 ,0.32,Components,OPTION UPGRADES,Workstation Options Upgrades,13131,109,B00DUGGAD2,0,,FALSE
TIG,1-13-70-01B,5/5/2016,1076,,400-AHZI,DELL,400-AHZI,2.5 inch 1TB 7200rpm Hard Disk Drive (7040 Micro),2.5 inch 1TB 7200rpm Hard Disk Drive (7040 Micro),EACH,1,$130.00 ,$88.40 ,0.32,Components,OPTION UPGRADES,Power Desktop Options Upgrades,13131,106,B00STQHQCW,0,,FALSE
TIG,1-13-70-01B,5/5/2016,1082,,400-AIRW,DELL,400-AIRW,2.5 inch 500GB 7200rpm OPAL 2.0 FIPS Self Encrypting Hard Disk Drive,2.5 inch 500GB 7200rpm OPAL 2.0 FIPS Self Encrypting Hard Disk Drive,EACH,1,$160.00 ,$108.80 ,0.32,Components,OPTION UPGRADES,Power Desktop Options Upgrades,13131,102,B00HWHVOQS,0,,FALSE
TIG,1-13-70-01B,5/5/2016,1083,,400-AJCL,DELL,400-AJCL,512GB PCIe Solid State Drive,512GB PCIe Solid State Drive,EACH,1,$900.00 ,$612.00 ,0.32,Components,OPTION UPGRADES,Power Desktop Options Upgrades,13131,110,B01639694M,0,,FALSE
TIG,1-13-70-01B,5/5/2016,1075,,"421-9983, 954-3463",DELL,"421-9983, 954-3463",DDPE Enterprise Edition License + ProSupport for Software 3 Year,DDPE Enterprise Edition License + ProSupport for Software 3 Year,EACH,1,$104.00 ,$70.72 ,0.32,Services,OPTION UPGRADES,Standard Desktop Options Upgrades,13131,107,N/A,0,,FALSE
TIG,1-13-70-01B,5/5/2016,1044b,,429-AAPD,DELL,429-AAPD,8x Slimline DVD-ROM Drive,8x Slimline DVD-ROM Drive,EACH,1,$30.00 ,$20.40 ,0.32,Components,OPTION UPGRADES,Workstation Options Upgrades,13131,107,N/A,0,,FALSE
TIG,1-13-70-01B,5/5/2016,1045B,,429-AAUX,DELL,429-AAUX,Dell External USB Slim DVD+/-RW Optical Drive,Dell External USB Slim DVD+/-RW Optical Drive,EACH,1,$59.99 ,$40.79 ,0.32,Components,OPTION UPGRADES,Thin Client Options Upgrades,13131,101,N/A,0,,FALSE
TIG,1-13-70-01B,5/5/2016,1007b,,429-AAVN,DELL,429-AAVN,8x DVD-ROM 9.5mm Optical Disk Drive,8x DVD-ROM 9.5mm Optical Disk Drive,EACH,1,$40.00 ,$27.20 ,0.32,Peripherals,OPTION UPGRADES,Standard Desktop Options Upgrades,13131,101,B00NJ6PIMC,0,,FALSE
TIG,1-13-70-01B,5/5/2016,1016b,,470-AANH,DELL,470-AANH,DisplayPort 1.1 Male to DVI-D Male Black Cable - 6.5 ft,DisplayPort 1.1 Male to DVI-D Male Black Cable - 6.5 ft,EACH,1,$24.99 ,$16.99 ,0.32,Accessories,OPTION UPGRADES,Standard Desktop Options Upgrades,13131,104,B00Q20H3O8,0,,FALSE
