Contractor,Contract_Number,Effective_Date,Contract Line Item Number (CLIN),UNSPSC Code (Version 11),Manufacturer_Part_Number,Manufacturer,SKUNum_ItemNum,Item_Name,Item_Description,Unit_of_Measure,Quantity_in_Unit_of_Measure,List_Price_MSRP,Contract_Unit_Price,Contract_Discount,Front_End_Category,Category,Sub_Category,defaultImageId,NewImageName,AmazonProductID,AmazonNumOfStars,IS DUPLICATE,popular
NWN,1-13-70-02A,8/5/2015,1128,43211500,M9M16AV,HP,M9M16AV,16GB (2x8GB) 2133 DDR4,16GB (2x8GB) 2133 DDR4,Each,1,$231.00 ,$150.15 ,0.35,Components,Options / Upgrades,Options/Upgrade Mobile Workstation Laptop 17,13131,104,N/A,0,Duplicate,FALSE
NWN,1-13-70-02A,8/5/2015,1130,43211500,M9M28AV,HP,M9M28AV,256GB SATA-3 Self Encrypted OPAL2 Solid State Drive,256GB SATA-3 Self Encrypted OPAL2 Solid State Drive,Each,1,$262.00 ,$170.30 ,0.35,Components,Options / Upgrades,Options/Upgrade Mobile Workstation Laptop 17,13131,101,N/A,0,Duplicate,FALSE
NWN,1-13-70-02A,8/5/2015,1133,43211500,M9M18AV,HP,M9M18AV,32GB (2x16GB) 2133MHz DDR4,32GB (2x16GB) 2133MHz DDR4,Each,1,$504.00 ,$327.60 ,0.35,Components,Options / Upgrades,Options/Upgrade Mobile Workstation Laptop 17,13131,103,N/A,0,Duplicate,FALSE
NWN,1-13-70-02A,8/5/2015,1134,43211500,M9M20AV,HP,M9M20AV,64GB (4x16GB) 2133MHz DDR4,64GB (4x16GB) 2133MHz DDR4,Each,1,"$1,008.00 ",$655.20 ,0.35,Components,Options / Upgrades,Options/Upgrade Mobile Workstation Laptop 17,13131,101,N/A,0,Duplicate,FALSE
NWN,1-13-70-01A,9/15/2016,1007-A,43211902,N1T21AV,HP,N1T21AV,Intel 8260 802.11ac PCIe-CL BT VPro,Intel 8260 802.11ac PCIe-CL BT VPro,each,1,$150.00 ,$60.00 ,0.6,Components,Options / Upgrades,POWER DESKTOP 800 Upgrade,13131,106,B0197W86IE,0,,FALSE
NWN,1-13-70-01A,9/15/2016,1004-A,43211902,L1G56AV,HP,L1G56AV,AMD Radeon R9 350 2GB DH PCIe x16 GFX,AMD Radeon R9 350 2GB DH PCIe x16 GFX,each,1,$159.00 ,$63.60 ,0.6,Components,Options / Upgrades,POWER DESKTOP 800 Upgrade,13131,106,B0150O6TRI,0,,FALSE
NWN,1-13-70-01A,9/15/2016,1009-A,43211902,L1Z45AV,HP,L1Z45AV,Slim Desktop DVD-ROM ODD,Slim Desktop DVD-ROM ODD,each,1,$28.00 ,$11.20 ,0.6,Components,Options / Upgrades,POWER DESKTOP 800 Upgrade,13131,101,B00HPXRWTC,0,,FALSE
NWN,1-13-70-01A,9/15/2016,1052,43211902,A2U57AA,HP,A2U57AA,HP Mobile USB nLS DVDRW Drive,HP Mobile USB nLS DVDRW Drive,each,1,$170.00 ,$68.00 ,0.6,Accessories,Options / Upgrades,Options Upgrades,13131,101,B006ERUMP6,0,,FALSE
NWN,1-13-70-01A,9/15/2016,1044,43211902,AS615AA,HP,AS615AA,HP DisplayPort To VGA Adapter,HP DisplayPort To VGA Adapter,each,1,$50.00 ,$20.00 ,0.6,Accessories,Options / Upgrades,Options Upgrades,13131,107,B003ONEX9Y,0,,FALSE
NWN,1-13-70-01A,9/15/2016,1047,43211902,BU516AA,HP,BU516AA,HP Mobile USB DVDRW Drive,HP Mobile USB DVDRW Drive,each,1,$125.00 ,$50.00 ,0.6,Accessories,Options / Upgrades,Options Upgrades,13131,107,B003ONEX9Y,0,,FALSE
NWN,1-13-70-01A,9/15/2016,1042,43211902,D9J19AA,HP,D9J19AA,HP Business Speakers,HP Business Speakers,each,1,$50.00 ,$20.00 ,0.6,Accessories,Options / Upgrades,Options Upgrades,13131,106,N/A,0,,FALSE
NWN,1-13-70-01A,9/15/2016,1043,43211902,DC198A,HP,DC198A,HP DVI Cable Kit,HP DVI Cable Kit,each,1,$30.00 ,$12.00 ,0.6,Accessories,Options / Upgrades,Options Upgrades,13131,105,B00I4ALOUS,0,,FALSE
NWN,1-13-70-01A,9/15/2016,1045,43211902,DL139A,HP,DL139A,"DMS-59 to Dual DVI Cable Kit,accessory","DMS-59 to Dual DVI Cable Kit,accessory",each,1,$40.00 ,$16.00 ,0.6,Accessories,Options / Upgrades,Options Upgrades,13131,101,B000225EN4,0,,FALSE
NWN,1-13-70-01A,9/15/2016,1051,43211902,E0X93AA,HP,E0X93AA,Intel 6205 802.11 a/b/g/n PCIe x1 WLAN,Intel 6205 802.11 a/b/g/n PCIe x1 WLAN,each,1,$85.00 ,$34.00 ,0.6,Accessories,Options / Upgrades,Options Upgrades,13131,110,B009AO5XK4,0,,FALSE
NWN,1-13-70-01A,9/15/2016,400-B,43211507,F5A53AA#ABA,HP,F5A53AA#ABA,HP t620 Flexible Series Thin Client,"HP t620 Flexible Series AMD Thin Client WES7E, AMD Fusion t56N 2nd Gen. 1.65GHz dual core 1MB L2 Cache, 4GB (1x4GB) RAM DDR3-1600,
16 GB SSD, 3/3/0 Warranty",each,1,$720.00 ,$360.00 ,0.5,Desktop,Thin Client Configuation,Core Thin Client Desktop,13131,105,B00J7LTYU0,0,,FALSE
NWN,1-13-70-01A,9/15/2016,1066,43211902,G8X31AV,HP,G8X31AV,32GB DDR4-2133 (4x8GB) 1CPU RegRAM,32GB DDR4-2133 (4x8GB) 1CPU RegRAM,each,1,"$1,940.00 ",$776.00 ,0.6,Components,Options / Upgrades,Z640 Options Upgrades,13131,104,B01D2CUCX2,0,,FALSE
NWN,1-13-70-01A,9/15/2016,1067,43211902,G8X38AV,HP,G8X38AV,32GB DDR4-2133 (4x8GB) 2CPU RegRAM,32GB DDR4-2133 (4x8GB) 2CPU RegRAM,each,1,"$1,940.00 ",$776.00 ,0.6,Components,Options / Upgrades,Z640 Options Upgrades,13131,105,B01D2CUCX2,0,,FALSE
NWN,1-13-70-01A,9/15/2016,1068,43211902,G8X33AV,HP,G8X33AV,64GB DDR4-2133 (4x16GB) 1CPU RegRAM,64GB DDR4-2133 (4x16GB) 1CPU RegRAM,each,1,"$3,716.00 ","$1,486.40 ",0.6,Components,Options / Upgrades,Z640 Options Upgrades,13131,106,B01D2CUCX2,0,,FALSE
NWN,1-13-70-01A,9/15/2016,1069,43211902,K6D86AV,HP,K6D86AV,64GB DDR4-2133 (4x16GB) 2CPU RegRAM,64GB DDR4-2133 (4x16GB) 2CPU RegRAM,each,1,"$3,716.00 ","$1,486.40 ",0.6,Components,Options / Upgrades,Z640 Options Upgrades,13131,106,B01D2CUCX2,0,,FALSE
NWN,1-13-70-01A,9/15/2016,1070,43211902,G8X36AV,HP,G8X36AV,16GB DDR4-2133 (4x4GB) 2CPU RegRAM,16GB DDR4-2133 (4x4GB) 2CPU RegRAM,each,1,"$1,618.00 ",$647.20 ,0.6,Components,Options / Upgrades,Z640 Options Upgrades,13131,106,B01D2CUCX2,0,,FALSE
NWN,1-13-70-01A,9/15/2016,1049,43211902,GS567AA,HP,GS567AA,HP DMS 59 to Dual VGA Cable Kit,HP DMS 59 to Dual VGA Cable Kit,each,1,$30.00 ,$12.00 ,0.6,Accessories,Options / Upgrades,Options Upgrades,13131,108,B000XR87XC,0,,FALSE
NWN,1-13-70-01A,9/15/2016,3006,432001404,UE332E,HP,UE332E,HP 3y NextBusDay Onsite/DMR DT Only SVC,HP 3y NextBusDay Onsite/DMR DT Only SVC,each,1,$21.00 ,$16.80 ,0.2,Services,Value Added Services,Service Options Upgrades  Standard/ Power Desktop,13131,109,N/A,0,,FALSE
NWN,1-13-70-01A,9/15/2016,3007,432001404,UE333E,HP,UE333E,HP 4y NextBusDay Onsite/DMR DT Only SVC,HP 4y NextBusDay Onsite/DMR DT Only SVC,each,1,$115.00 ,$92.00 ,0.2,Services,Value Added Services,Service Options Upgrades  Standard/ Power Desktop,13131,108,N/A,0,,FALSE
NWN,1-13-70-01A,9/15/2016,3008,432001404,UE334E,HP,UE334E,HP 5y NextBusDay Onsite/DMR DT Only SVC,HP 5y NextBusDay Onsite/DMR DT Only SVC,each,1,$199.00 ,$159.20 ,0.2,Services,Value Added Services,Service Options Upgrades  Standard/ Power Desktop,13131,110,N/A,0,,FALSE
NWN,1-13-70-01A,9/15/2016,3009,432001404,UE342E,HP,UE342E,HP 3y Nbd Onsite/DMR Workstation Service,HP 3y Nbd Onsite/DMR Workstation Service,each,1,$19.00 ,$15.20 ,0.2,Services,Value Added Services,Service Options Upgrades Workstation Desktop,13131,107,N/A,0,,FALSE
NWN,1-13-70-01A,9/15/2016,3010,432001404,UE343E,HP,UE343E,HP 4y Nbd Onsite/DMR Workstation Service,HP 4y Nbd Onsite/DMR Workstation Service,each,1,$91.00 ,$72.80 ,0.2,Services,Value Added Services,Service Options Upgrades Workstation Desktop,13131,108,N/A,0,,FALSE
NWN,1-13-70-01A,9/15/2016,3011,432001404,UE344E,HP,UE344E,HP 5y Nbd Onsite/DMR Workstation Service,HP 5y Nbd Onsite/DMR Workstation Service,each,1,$166.00 ,$132.80 ,0.2,Services,Value Added Services,Service Options Upgrades Workstation Desktop,13131,107,N/A,0,,FALSE
NWN,1-13-70-01A,9/15/2016,3400,432001404,U4847E,HP,U4847E,HP 3y NextBusDay Exchange TC Only SVC,HP 3y NextBusDay Exchange TC Only SVC,each,1,$69.00 ,$55.20 ,0.2,Services,Value Added Services,Service Options Upgrades Thin Client Desktop,13131,109,N/A,0,,FALSE
NWN,1-13-70-01A,9/15/2016,3401,432001404,U7927E,HP,U7927E,HP 4y NextBusDayExch ThinClient Only SVC,HP 4y NextBusDayExch ThinClient Only SVC,each,1,$120.00 ,$96.00 ,0.2,Services,Value Added Services,Service Options Upgrades Thin Client Desktop,13131,102,N/A,0,,FALSE
NWN,1-13-70-01A,9/15/2016,3402,432001404,U7929E,HP,U7929E,HP 5y NextBusDayExch ThinClient Only SVC,HP 5y NextBusDayExch ThinClient Only SVC,each,1,$172.00 ,$137.60 ,0.2,Services,Value Added Services,Service Options Upgrades Thin Client Desktop,13131,107,N/A,0,,FALSE
NWN,1-13-70-01A,9/15/2016,3500,432001404,U0J10E,HP,U0J10E,HP 4y Nbd Adv Exchange Standard Monitor Servi,HP 4y Nbd Adv Exchange Standard Monitor Servi,each,1,$31.00 ,$24.80 ,0.2,Services,Value Added Services,Service Options Upgrades Monitors,13131,110,N/A,0,,FALSE
NWN,1-13-70-01A,9/15/2016,3501,432001404,U0J11E,HP,U0J11E,HP 5y Nbd Adv Exchange Standard Monitor Servi,HP 5y Nbd Adv Exchange Standard Monitor Servi,each,1,$67.00 ,$53.60 ,0.2,Services,Value Added Services,Service Options Upgrades Monitors,13131,106,N/A,0,,FALSE
NWN,1-13-70-01A,9/15/2016,3502,432001404,U0J12E,HP,U0J12E,HP 4y Nbd Adv Exchange Large Monitor Service,HP 4y Nbd Adv Exchange Large Monitor Service,each,1,$41.00 ,$32.80 ,0.2,Services,Value Added Services,Service Options Upgrades Monitors,13131,104,N/A,0,,FALSE
NWN,1-13-70-01A,9/15/2016,3503,432001404,U0J13E,HP,U0J13E,HP 5y Nbd Adv Exchange Large Monitor Service,HP 5y Nbd Adv Exchange Large Monitor Service,each,1,$70.00 ,$56.00 ,0.2,Services,Value Added Services,Service Options Upgrades Monitors,13131,101,N/A,0,,FALSE
NWN,1-13-70-01A,9/15/2016,4000,81110000,999-5023,NWN,999-5023,Basic Installation,Basic Installation,each,1,$43.00 ,$35.69 ,0.17,Services,Value Added Services,VAS  Installation,13131,105,N/A,0,,FALSE
NWN,1-13-70-01A,9/15/2016,4001,81110000,999-2001,NWN,999-2001,Basic Asset Tagging,Basic Asset Tagging,each,1,$11.00 ,$9.13 ,0.17,Services,Value Added Services,"VAS Asset Tagging - Bidder
administration of State provided tag (with number)",13131,109,N/A,0,,FALSE
NWN,1-13-70-01A,9/15/2016,4002,81110000,999-0003,NWN,999-0003,Basic Imaging,Basic Imaging,each,1,$26.00 ,$21.58 ,0.17,Services,Value Added Services,VAS Imaging,13131,109,N/A,0,,FALSE
NWN,1-13-70-01A,9/15/2016,4003,81110000,999-0024,NWN,999-0024,Basic Disposition/Disposal Services,Basic Disposition/Disposal Services,each,1,$11.00 ,$9.13 ,0.17,Services,Value Added Services,VAS Take-Back Services,13131,108,N/A,0,,FALSE
NWN,1-13-70-01A,9/15/2016,Non-Core *,81110000,999-5033,NWN,999-5033,Basic Deployment & Logistics,Basic Deployment & Logistics,each,1,$49.00 ,$40.67 ,0.17,Services,Value Added Services,"NON-Core VAS - D
Deployment & Logistics",13131,108,N/A,0,,FALSE
NWN,1-13-70-01A,9/15/2016,4005,81110000,999-5201,NWN,999-5201,Basic Emergency Services,Basic Emergency Services,each,1,$79.00 ,$65.57 ,0.17,Services,Value Added Services,"VAS Emergency Services (4 hour response, per occurrence)",13131,107,N/A,0,,FALSE
NWN,1-13-70-01A,9/15/2016,1059,43211902,J6F21AV,HP,J6F21AV,Intel Xeon E5-1607v3 3.10GHz 10MB 1866 4C CPU,Intel Xeon E5-1607v3 3.10GHz 10MB 1866 4C CPU,each,1,$663.00 ,$265.20 ,0.6,Components,Options / Upgrades,Z640 Options Upgrades,13131,101,B00KB4A2XA,0,,FALSE
NWN,1-13-70-01A,9/15/2016,1061,43211902,J6F19AV,HP,J6F19AV,Intel Xeon E5-1630v3 3.70GHz 10MB 2133 4C CPU,Intel Xeon E5-1630v3 3.70GHz 10MB 2133 4C CPU,each,1,"$1,293.00 ",$517.20 ,0.6,Components,Options / Upgrades,Z640 Options Upgrades,13131,104,B00KB4A2XA,0,,FALSE
NWN,1-13-70-01A,9/15/2016,1062,43211902,J6F18AV,HP,J6F18AV,Intel Xeon E5-1650v3 3.50GHz 15MB 2133 6C CPU,Intel Xeon E5-1650v3 3.50GHz 15MB 2133 6C CPU,each,1,"$1,956.00 ",$782.40 ,0.6,Components,Options / Upgrades,Z640 Options Upgrades,13131,101,B00KB4A2XA,0,,FALSE
NWN,1-13-70-01A,9/15/2016,1064,43211902,J6F16AV,HP,J6F16AV,Intel Xeon E5-1680v3 3.20GHz 20MB 2133 8C CPU,Intel Xeon E5-1680v3 3.20GHz 20MB 2133 8C CPU,each,1,"$5,335.00 ","$2,134.00 ",0.6,Components,Options / Upgrades,Z640 Options Upgrades,13131,102,B00KB4A2XA,0,,FALSE
NWN,1-13-70-01A,9/15/2016,1065,43211902,J6F36AV,HP,J6F36AV,Intel Xeon E5-2630v3 2.40GHz 20MB 1866 8C CPU,Intel Xeon E5-2630v3 2.40GHz 20MB 1866 8C CPU,each,1,"$2,102.00 ",$840.80 ,0.6,Components,Options / Upgrades,Z640 Options Upgrades,13131,107,B00KB4A2XA,0,,FALSE
NWN,1-13-70-01A,9/15/2016,1019-A,43211902,L1Z20AV,HP,L1Z20AV,256GB SATA 2.5 3D SSD,256GB SATA 2.5 3D SSD,each,1,$575.00 ,$230.00 ,0.6,Components,Options / Upgrades,POWER DESKTOP 800 Upgrade,13131,105,N/A,0,,FALSE
NWN,1-13-70-01A,9/15/2016,1020,43211902,M9S33AV,HP,M9S33AV,180GB SATA 2.5 Non-SED SSD,180GB SATA 2.5 Non-SED SSD,each,1,$297.00 ,$118.80 ,0.6,Components,Options / Upgrades,POWER DESKTOP 800 Upgrade,13131,105,N/A,0,,FALSE
NWN,1-13-70-01A,9/15/2016,1026-C,43211902,L4K07AV,HP,L4K07AV,128GB SATA 2.5 SSD,128GB SATA 2.5 SSD,each,1,$160.00 ,$64.00 ,0.6,Components,Options / Upgrades,AiO 800 Options Upgrades,13131,108,N/A,0,,FALSE
NWN,1-13-70-01A,9/15/2016,1035-A,43211902,N8G38AV,HP,N8G38AV,120GB SATA 2.5 Opal2 SED SSD,120GB SATA 2.5 Opal2 SED SSD,each,1,$275.00 ,$110.00 ,0.6,Components,Options / Upgrades,800 Mini Upgrades,13131,108,N/A,0,,FALSE
NWN,1-13-70-01A,9/15/2016,1038-A,43211902,N8G42AV,HP,N8G42AV,180GB SATA 2.5 Opal2 SED SSD,180GB SATA 2.5 Opal2 SED SSD,each,1,$350.00 ,$140.00 ,0.6,Components,Options / Upgrades,800 Mini Upgrades,13131,103,N/A,0,,FALSE
NWN,1-13-70-01A,9/15/2016,1039-A,43211902,L2A59AV,HP,L2A59AV,1TB SATA 6G 2.5 8G SSHD,1TB SATA 6G 2.5 8G SSHD,each,1,$175.00 ,$70.00 ,0.6,Components,Options / Upgrades,800 Mini Upgrades,13131,107,N/A,0,,FALSE
NWN,1-13-70-01A,9/15/2016,1040-A,43211902,L2A62AV,HP,L2A62AV,256GB SATA 2.5 Opal2 SED SSD,256GB SATA 2.5 Opal2 SED SSD,each,1,$500.00 ,$200.00 ,0.6,Components,Options / Upgrades,800 Mini Upgrades,13131,103,N/A,0,,FALSE
NWN,1-13-70-01A,9/15/2016,1071,43211902,J3J82AV,HP,J3J82AV,256GB SATA 1st SSD,256GB SATA 1st SSD,each,1,$578.00 ,$231.20 ,0.6,Components,Options / Upgrades,Z640 Options Upgrades,13131,110,N/A,0,,FALSE
NWN,1-13-70-01A,9/15/2016,1072,43211902,J3J83AV,HP,J3J83AV,512GB SATA 1st SSD,512GB SATA 1st SSD,each,1,"$1,103.00 ",$441.20 ,0.6,Components,Options / Upgrades,Z640 Options Upgrades,13131,110,N/A,0,,FALSE
NWN,1-13-70-01A,9/15/2016,1053,43211902,J3J88AV,HP,J3J88AV,300GB 10K RPM SAS SFF 1st HDD,300GB 10K RPM SAS SFF 1st HDD,each,1,$405.00 ,$162.00 ,0.6,Components,Options / Upgrades,Z640 Options Upgrades,13131,103,B0025B0EUS,0,,FALSE
NWN,1-13-70-01A,9/15/2016,300-B,43211507,K5Y37UP,HP,K5Y37UP,HP Z640 Workstation,"HP Z640 Workstation, HP Single Unit Packaging, HP Z640 925W 90% Efficient Chassis, Windows
8.1 Pro 64bit DG to Win 7 Pro OS, No Factory OS Recovery Media, Xeon E5-1603v3 4C 2.80 10MB 1866 CPU, 16GB DDR4-2133 (2x8GB) 1CPU  Reg RAM, NVIDIA Quadro K2200 4.0GB Graphics, 600GB 15K RPM SAS SFF 1st HDD, HP USB Keyboard, HP USB Optical Mouse, 9.5mm Slim SuperMulti DVDRW 1st ODD, HP 3/3/3 Warranty, HP Z640 Country Kit",each,1,"$3,325.00 ","$1,662.50 ",0.5,Desktop,Workstation Configuration,Core Workstation Desktop,13131,109,B013VQJNF2,0,,FALSE
NWN,1-13-70-01A,9/15/2016,1015-B,43211902,L1G54AV,HP,L1G54AV,16GB DDR4-2133 DIMM (2x8GB) RAM,16GB DDR4-2133 DIMM (2x8GB) RAM,each,1,$520.00 ,$208.00 ,0.6,Components,Options / Upgrades,POWER DESKTOP 800 Upgrade,13131,103,B01LXAJ656,0,,FALSE
NWN,1-13-70-01A,9/15/2016,1023-A,43211902,L1P73AV,HP,L1P73AV,HP DisplayPort To DVI-D Adapter,HP DisplayPort To DVI-D Adapter,each,1,$12.00 ,$4.80 ,0.6,Accessories,Options / Upgrades,POWER DESKTOP 800 Upgrade,13131,108,B00PHINWX2,0,,FALSE
NWN,1-13-70-01A,9/15/2016,1011-B,43211902,L1Q07AV,HP,L1Q07AV,8GB DDR4-2133 DIMM (2x4GB) RAM,8GB DDR4-2133 DIMM (2x4GB) RAM,each,1,$215.00 ,$86.00 ,0.6,Components,Options / Upgrades,600 Desktop Upgrades,13131,103,B0178F7HSW,0,,FALSE
NWN,1-13-70-01A,9/15/2016,1013-A,43211902,L1Q19AV,HP,L1Q19AV,Intel 7265 802.11AC PCIe BT nVPr,Intel 7265 802.11AC PCIe BT nVPr,each,1,$81.00 ,$32.40 ,0.6,Components,Options / Upgrades,600 Desktop Upgrades,13131,104,B00RCZ4I6S,0,,FALSE
NWN,1-13-70-01A,9/15/2016,1041-A,43211902,L3N90AV,HP,L3N90AV,HP EliteOne 800 G2 23-in Non-Touch AiO,HP EliteOne 800 G2 23-in Non-Touch AiO,each,1,"$2,075.00 ",$830.00 ,0.6,Components,Options / Upgrades,AiO 800 Options Upgrades,13131,103,B01JLG3ECO,0,,FALSE
NWN,1-13-70-01A,9/15/2016,1025-A,43211902,L4K62AV,HP,L4K62AV,8GB DDR4-2133 SODIMM (2x4GB) RAM,8GB DDR4-2133 SODIMM (2x4GB) RAM,each,1,$192.00 ,$76.80 ,0.6,Components,Options / Upgrades,AOI Options Upgrades,13131,101,B017KXNRF4,0,,FALSE
NWN,1-13-70-01A,9/15/2016,1032-A,43211902,L1W03AV,HP,L1W03AV,16GB DDR4-2133 SODIMM (2x8GB) RAM,16GB DDR4-2133 SODIMM (2x8GB) RAM,each,1,$400.00 ,$160.00 ,0.6,Components,Options / Upgrades,800 Mini Upgrades,13131,106,B019IUBO7U,0,,FALSE
NWN,1-13-70-01A,9/15/2016,1801-A,43211902,L4Q76AA#ABA,HP,L4Q76AA#ABA,HP EliteDisplay E220t Touch MNT US,HP EliteDisplay E220t Touch MNT US,each,1,$565.00 ,$226.00 ,0.6,Accessories,Options / Upgrades,Options Upgrades 21 Inch Touchscreen Monitor,13131,110,B016ASUJCE,0,,FALSE
NWN,1-13-70-01A,9/15/2016,1800-A,43211902,M1F41AA#ABA,HP,M1F41AA#ABA,HP EliteDisplay E202 Monitor US,HP EliteDisplay E202 Monitor US,each,1,$315.00 ,$126.00 ,0.6,Accessories,Options / Upgrades,Options Upgrades 19 Inch Widescreen Monitor O/U,13131,109,B01AAAZQPS,0,,FALSE
NWN,1-13-70-01A,9/15/2016,1802-A,43211902,M1N98AA#ABA,HP,M1N98AA#ABA,HP EliteDisplay E232 Monitor US,HP EliteDisplay E232 Monitor US,each,1,$400.00 ,$160.00 ,0.6,Accessories,Options / Upgrades,"Options Upgrades 22 Inch Widescreen
Monitor",13131,104,B015PW5E7Q,0,,FALSE
NWN,1-13-70-01A,9/15/2016,1804-a,43211902,M1P02AA#ABA,HP,M1P02AA#ABA,HP EliteDisplay E242 Monitor US,HP EliteDisplay E242 Monitor US,each,1,$565.00 ,$226.00 ,0.6,Accessories,Options / Upgrades,"Options Upgrades 24 Inch Widescreen
Monitor",13131,101,B01M697OXB,0,,FALSE
NWN,1-13-70-01A,9/15/2016,1018-A,43211902,L1Z12AV,HP,L1Z12AV,1TB 7200 RPM SATA 6G HDD,1TB 7200 RPM SATA 6G HDD,each,1,$175.00 ,$70.00 ,0.6,Components,Options / Upgrades,POWER DESKTOP 800 Upgrade,13131,107,N/A,0,,FALSE
NWN,1-13-70-01A,9/15/2016,1054,43211902,J3J90AV,HP,J3J90AV,1.2TB 10K RPM SAS SFF 1st HDD,1.2TB 10K RPM SAS SFF 1st HDD,each,1,"$1,010.00 ",$404.00 ,0.6,Components,Options / Upgrades,Z640 Options Upgrades,13131,107,B00C4OI7E6,0,,FALSE
NWN,1-13-70-01A,9/15/2016,1028-A,43211902,N1U53AV,HP,N1U53AV,HP Recline Stand,HP Recline Stand,each,1,$175.00 ,$70.00 ,0.6,Accessories,Options / Upgrades,AiO Upgrade,13131,108,B009KZ33VY,0,,FALSE
NWN,1-13-70-01A,9/15/2016,1046,43211902,NL571AA,HP,NL571AA,HP USB Graphics Adapter,HP USB Graphics Adapter,each,1,$73.00 ,$29.20 ,0.6,Accessories,Options / Upgrades,Options Upgrades,13131,110,B001TPIRXC,0,,FALSE
NWN,1-13-70-01A,9/15/2016,1050,43211902,NQ576AA,HP,NQ576AA,HP LCD Speaker Bar,HP LCD Speaker Bar,each,1,$42.50 ,$17.00 ,0.6,Accessories,Options / Upgrades,Options Upgrades,13131,108,B002J1NPVE,0,,FALSE
NWN,1-13-70-01A,9/15/2016,1055,43211902,J1P92AV,HP,J1P92AV,"NVIDIA Quadro K420 1GB DL-DVI(I)+DP 1st No
cables included Graphics","NVIDIA Quadro K420 1GB DL-DVI(I)+DP 1st No
cables included Graphics",each,1,$258.00 ,$103.20 ,0.6,Components,Options / Upgrades,Z640 Options Upgrades,13131,110,B00MPXS0F2,0,,FALSE
NWN,1-13-70-01A,9/15/2016,1056,43211902,J1P95AV,HP,J1P95AV,"NVIDIA Quadro K4200 4GB DL-DVI(I)+2xDP 1st
No cables included Graphics","NVIDIA Quadro K4200 4GB DL-DVI(I)+2xDP 1st
No cables included Graphics",each,1,"$1,618.00 ",$647.20 ,0.6,Components,Options / Upgrades,Z640 Options Upgrades,13131,101,B00MPXRZE4,0,,FALSE
NWN,1-13-70-01A,9/15/2016,1057,43211902,J1P96AV,HP,J1P96AV,"NVIDIA Quadro K5200 8GB DL-DVI(I)+DL-
DVI(D)+2xDP 1st No cables included Graphics","NVIDIA Quadro K5200 8GB DL-DVI(I)+DL-
DVI(D)+2xDP 1st No cables included Graphics",each,1,"$3,556.00 ","$1,422.40 ",0.6,Components,Options / Upgrades,Z640 Options Upgrades,13131,104,B00MPXS21E,0,,FALSE
NWN,1-13-70-01A,9/15/2016,1058,43211902,J1P93AV,HP,J1P93AV,"NVIDIA Quadro K620 2GB DL-DVI(I)+DP 1st No
cables included Graphics","NVIDIA Quadro K620 2GB DL-DVI(I)+DP 1st No
cables included Graphics",each,1,$324.00 ,$129.60 ,0.6,Components,Options / Upgrades,Z640 Options Upgrades,13131,110,B00MO4RDBY,0,,FALSE
NWN,1-13-70-01A,9/15/2016,1074,43211902,T3N35AV,HP,T3N35AV,HP Tri-Mode Wireless Charging Stand,HP Tri-Mode Wireless Charging Stand,each,1,$450.00 ,$180.00 ,0.6,Accessories,Options / Upgrades,AiO 800 Options Upgrades,13131,103,N/A,0,,FALSE
NWN,1-13-70-01A,9/15/2016,200-C,43211507,T6U97UP,HP,T6U97UP,HP EliteDesk 800 G2 SFF Business PC,"Power Desktop 800G2 SFF, HP EliteDesk 800 G2 SFF Business PC, Single Unit (SFF) Packaging, ENERGY STAR Qualified Label, HP EliteDesk 800 SFF Platinum G2 Chassis, Microsoft Windows 7 Professional 64, Intel Core i7-6700 3.4G 8M 2133 4C CPU, 8GB DDR4-2133 (2x4GB) RAM, 500GB 7200 RPM SATA 6G 3.5
HDD, HP USB Business Slim Keyboard, HP USB Mouse, 9.5mm Slim Desktop SuperMulti DVDRW ODD, 3/3/3 (material/labor/onsite) SFF/ST Warranty US, HP EliteDesk 800 Country Kit US, Intel Inside Core i7 SFF Label",each,1,"$1,234.00 ",$617.00 ,0.5,Desktop,Power Desktop Configuration,Core Power Desktop,13131,107,B00NFSHM50,0,,FALSE
NWN,1-13-70-01A,9/15/2016,101-C,43211507,T6V33UP,HP,T6V33UP,HP ProDesk 600 G2 MT Business PC,"HP EliteDesk STANDARD DT 600G2 CMT, HP
ProDesk 600 G2 MT Business PC, Single Unit (MT) Packaging, ENERGY STAR Qualified Label, HP ProDesk 600 MT Platinum G2 Chassis, Microsoft Windows 7 Professional 64, Intel Core i5-6500 3.2G 6M 2133 4C CPU, 4GB DDR4-2133 DIMM (1x4GB) RAM, 500GB 7200 RPM SATA
6G 3.5 HDD, HP USB Business Slim Keyboard, HP USB Mouse, 9.5mm Slim Desktop SuperMulti DVDRW, DD, 3/3/3 (material/labor/onsite) MT Warranty US, HP ProDesk 600 Country Kit US, Intel Inside Core i5 TWR/MT Label",each,1,$952.00 ,$476.00 ,0.5,Desktop,Standard Desktop Configuration,Core Standard Desktop,13131,105,B01E4KH3A6,0,,FALSE
